,Pollutant,Symbol,State,CAV_adoption,Year,Concern,Total Emmisions,UOM
Pollutant,Methane,CH4,VT,Top,2014.0,GHG,186.50966217456,TON
Pollutant,Nickel,Ni,VT,Top,2014.0,Health,28.52715360119328,LB
Pollutant,Nitrogen Oxides,NOx,VT,Top,2014.0,Health,7618.9837748375,TON
Pollutant,Nitrous Oxide,N2O,VT,Top,2014.0,GHG,109.03109125937,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,VT,Top,2014.0,Health,683.2890245144,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,VT,Top,2014.0,Health,315.67840186947,TON
Pollutant,Sulfur Dioxide,SO2,VT,Top,2014.0,Health,80.938929935389,TON
Pollutant,Volatile Organic Compounds,VOC,VT,Top,2014.0,Health,4523.2760111604,TON
Pollutant,Carbon Dioxide,CO2,MA,Top,2014.0,GHG,28297192.4368139,TON
Pollutant,Carbon Monoxide,CO,MA,Top,2014.0,GHG,312802.92207132,TON
Pollutant,Chromium (VI),Cr VI,MA,Top,2014.0,Health,1.442371962850786,LB
Pollutant,Manganese,Mn,MA,Top,2014.0,Health,759.57328896433,LB
Pollutant,Mercury,Hg,MA,Top,2014.0,Health,13.9771171384729,LB
Pollutant,Methane,CH4,MA,Top,2014.0,GHG,1093.761586106,TON
Pollutant,Nickel,Ni,MA,Top,2014.0,Health,202.950073926985,LB
Pollutant,Nitrogen Oxides,NOx,MA,Top,2014.0,Health,44728.953092188,TON
Pollutant,Nitrous Oxide,N2O,MA,Top,2014.0,GHG,845.15772817713,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,MA,Top,2014.0,Health,4282.2342590867,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,MA,Top,2014.0,Health,1726.23280518167,TON
Pollutant,Sulfur Dioxide,SO2,MA,Top,2014.0,Health,554.977112807561,TON
Pollutant,Volatile Organic Compounds,VOC,MA,Top,2014.0,Health,29365.429359141,TON
Pollutant,Carbon Dioxide,CO2,MD,Top,2014.0,GHG,31508434.584902,TON
Pollutant,Carbon Monoxide,CO,MD,Top,2014.0,GHG,369937.62773515,TON
Pollutant,Chromium (VI),Cr VI,MD,Top,2014.0,Health,1.4857849546800599,LB
Pollutant,Manganese,Mn,MD,Top,2014.0,Health,807.528097972388,LB
Pollutant,Mercury,Hg,MD,Top,2014.0,Health,13.7418749989218,LB
Pollutant,Methane,CH4,MD,Top,2014.0,GHG,1264.0525103926,TON
Pollutant,Nickel,Ni,MD,Top,2014.0,Health,239.812626293042,LB
Pollutant,Nitrogen Oxides,NOx,MD,Top,2014.0,Health,73231.697216762,TON
Pollutant,Nitrous Oxide,N2O,MD,Top,2014.0,GHG,876.25028712779,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,MD,Top,2014.0,Health,5510.9964505924,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,MD,Top,2014.0,Health,2743.69470815365,TON
Pollutant,Sulfur Dioxide,SO2,MD,Top,2014.0,Health,536.65986238165,TON
Pollutant,Volatile Organic Compounds,VOC,MD,Top,2014.0,Health,33808.090196955,TON
Pollutant,Carbon Dioxide,CO2,VA,Top,2014.0,GHG,46861751.05825988,TON
Pollutant,Carbon Monoxide,CO,VA,Top,2014.0,GHG,704749.813897971,TON
Pollutant,Chromium (VI),Cr VI,VA,Top,2014.0,Health,2.225244285497776,LB
Pollutant,Manganese,Mn,VA,Top,2014.0,Health,1081.417068273166,LB
Pollutant,Mercury,Hg,VA,Top,2014.0,Health,20.53983794444421,LB
Pollutant,Methane,CH4,VA,Top,2014.0,GHG,2015.718485961085,TON
Pollutant,Nickel,Ni,VA,Top,2014.0,Health,365.72574008370856,LB
Pollutant,Nitrogen Oxides,NOx,VA,Top,2014.0,Health,132762.4133965295,TON
Pollutant,Nitrous Oxide,N2O,VA,Top,2014.0,GHG,1520.226227597543,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,VA,Top,2014.0,Health,7703.19282915304,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,VA,Top,2014.0,Health,4021.517432593442,TON
Pollutant,Sulfur Dioxide,SO2,VA,Top,2014.0,Health,849.916776594884,TON
Pollutant,Volatile Organic Compounds,VOC,VA,Top,2014.0,Health,65139.8075935395,TON
Pollutant,Carbon Dioxide,CO2,WV,Bottom,2014.0,GHG,11654260.91559178,TON
Pollutant,Carbon Monoxide,CO,WV,Bottom,2014.0,GHG,173600.720162288,TON
Pollutant,Chromium (VI),Cr VI,WV,Bottom,2014.0,Health,0.5201910873502198,LB
Pollutant,Manganese,Mn,WV,Bottom,2014.0,Health,225.1547044579936,LB
Pollutant,Mercury,Hg,WV,Bottom,2014.0,Health,4.527643922756438,LB
Pollutant,Methane,CH4,WV,Bottom,2014.0,GHG,641.98215131763,TON
Pollutant,Nickel,Ni,WV,Bottom,2014.0,Health,98.13897865720485,LB
Pollutant,Nitrogen Oxides,NOx,WV,Bottom,2014.0,Health,40879.7315886615,TON
Pollutant,Nitrous Oxide,N2O,WV,Bottom,2014.0,GHG,357.803744570791,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WV,Bottom,2014.0,Health,2122.1407267642,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WV,Bottom,2014.0,Health,1336.7464288654419,TON
Pollutant,Sulfur Dioxide,SO2,WV,Bottom,2014.0,Health,175.68068049820099,TON
Pollutant,Volatile Organic Compounds,VOC,WV,Bottom,2014.0,Health,17352.6740786748,TON
Pollutant,Carbon Dioxide,CO2,AL,Bottom,2014.0,GHG,39592791.4935562,TON
Pollutant,Carbon Monoxide,CO,AL,Bottom,2014.0,GHG,716553.709592037,TON
Pollutant,Chromium (VI),Cr VI,AL,Bottom,2014.0,Health,1.73979176974456,LB
Pollutant,Manganese,Mn,AL,Bottom,2014.0,Health,933.9187767711236,LB
Pollutant,Mercury,Hg,AL,Bottom,2014.0,Health,15.57191095756918,LB
Pollutant,Methane,CH4,AL,Bottom,2014.0,GHG,2014.72730745807,TON
Pollutant,Nickel,Ni,AL,Bottom,2014.0,Health,307.2620427337796,LB
Pollutant,Nitrogen Oxides,NOx,AL,Bottom,2014.0,Health,129445.4644821848,TON
Pollutant,Nitrous Oxide,N2O,AL,Bottom,2014.0,GHG,1361.93349922344,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,AL,Bottom,2014.0,Health,7149.4518843642,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,AL,Bottom,2014.0,Health,3918.739084032363,TON
Pollutant,Sulfur Dioxide,SO2,AL,Bottom,2014.0,Health,723.786686989621,TON
Pollutant,Volatile Organic Compounds,VOC,AL,Bottom,2014.0,Health,67278.3247585647,TON
Pollutant,Carbon Dioxide,CO2,KY,Bottom,2014.0,GHG,29372673.1805198,TON
Pollutant,Carbon Monoxide,CO,KY,Bottom,2014.0,GHG,486485.715909936,TON
Pollutant,Chromium (VI),Cr VI,KY,Bottom,2014.0,Health,1.274554821035658,LB
Pollutant,Manganese,Mn,KY,Bottom,2014.0,Health,627.028141667184,LB
Pollutant,Mercury,Hg,KY,Bottom,2014.0,Health,11.181619548725,LB
Pollutant,Methane,CH4,KY,Bottom,2014.0,GHG,1686.25600810174,TON
Pollutant,Nickel,Ni,KY,Bottom,2014.0,Health,237.889958343797,LB
Pollutant,Nitrogen Oxides,NOx,KY,Bottom,2014.0,Health,104469.837141753,TON
Pollutant,Nitrous Oxide,N2O,KY,Bottom,2014.0,GHG,1001.42946229015,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,KY,Bottom,2014.0,Health,5510.77539788878,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,KY,Bottom,2014.0,Health,3321.92356830126,TON
Pollutant,Sulfur Dioxide,SO2,KY,Bottom,2014.0,Health,411.661298168974,TON
Pollutant,Volatile Organic Compounds,VOC,KY,Bottom,2014.0,Health,47420.4392568957,TON
Pollutant,Carbon Dioxide,CO2,MI,Bottom,2014.0,GHG,50093185.20448589,TON
Pollutant,Carbon Monoxide,CO,MI,Bottom,2014.0,GHG,842202.038577289,TON
Pollutant,Chromium (VI),Cr VI,MI,Bottom,2014.0,Health,2.5312640659128727,LB
Pollutant,Manganese,Mn,MI,Bottom,2014.0,Health,1160.9827666543024,LB
Pollutant,Mercury,Hg,MI,Bottom,2014.0,Health,23.819876351823844,LB
Pollutant,Methane,CH4,MI,Bottom,2014.0,GHG,2970.52559406731,TON
Pollutant,Nickel,Ni,MI,Bottom,2014.0,Health,394.0719758528661,LB
Pollutant,Nitrogen Oxides,NOx,MI,Bottom,2014.0,Health,134323.1588523741,TON
Pollutant,Nitrous Oxide,N2O,MI,Bottom,2014.0,GHG,1745.529028848024,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,MI,Bottom,2014.0,Health,8440.42507489433,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,MI,Bottom,2014.0,Health,4462.843411047051,TON
Pollutant,Sulfur Dioxide,SO2,MI,Bottom,2014.0,Health,745.4616755226692,TON
Pollutant,Volatile Organic Compounds,VOC,MI,Bottom,2014.0,Health,84777.2815342707,TON
Pollutant,Carbon Dioxide,CO2,LA,Bottom,2014.0,GHG,32084576.3781193,TON
Pollutant,Carbon Monoxide,CO,LA,Bottom,2014.0,GHG,418958.488622838,TON
Pollutant,Chromium (VI),Cr VI,LA,Bottom,2014.0,Health,1.27119326805139,LB
Pollutant,Manganese,Mn,LA,Bottom,2014.0,Health,743.026748700714,LB
Pollutant,Mercury,Hg,LA,Bottom,2014.0,Health,10.84319668056704,LB
Pollutant,Methane,CH4,LA,Bottom,2014.0,GHG,1586.11776342373,TON
Pollutant,Nickel,Ni,LA,Bottom,2014.0,Health,246.9531777161856,LB
Pollutant,Nitrogen Oxides,NOx,LA,Bottom,2014.0,Health,96957.1140617948,TON
Pollutant,Nitrous Oxide,N2O,LA,Bottom,2014.0,GHG,867.41268933787,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,LA,Bottom,2014.0,Health,5879.61809067414,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,LA,Bottom,2014.0,Health,3307.02958328833,TON
Pollutant,Sulfur Dioxide,SO2,LA,Bottom,2014.0,Health,568.3072469528,TON
Pollutant,Volatile Organic Compounds,VOC,LA,Bottom,2014.0,Health,40102.6487108005,TON
Pollutant,Carbon Dioxide,CO2,AR,Bottom,2014.0,GHG,22397857.892422,TON
Pollutant,Carbon Monoxide,CO,AR,Bottom,2014.0,GHG,333500.41174712,TON
Pollutant,Chromium (VI),Cr VI,AR,Bottom,2014.0,Health,0.90232951094928,LB
Pollutant,Manganese,Mn,AR,Bottom,2014.0,Health,446.152268579928,LB
Pollutant,Mercury,Hg,AR,Bottom,2014.0,Health,7.7143480277706,LB
Pollutant,Methane,CH4,AR,Bottom,2014.0,GHG,1216.41499273317,TON
Pollutant,Nickel,Ni,AR,Bottom,2014.0,Health,175.9668842812778,LB
Pollutant,Nitrogen Oxides,NOx,AR,Bottom,2014.0,Health,79428.343014385,TON
Pollutant,Nitrous Oxide,N2O,AR,Bottom,2014.0,GHG,684.75582666142,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,AR,Bottom,2014.0,Health,4001.12990104072,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,AR,Bottom,2014.0,Health,2436.39597080105,TON
Pollutant,Sulfur Dioxide,SO2,AR,Bottom,2014.0,Health,333.244809245529,TON
Pollutant,Volatile Organic Compounds,VOC,AR,Bottom,2014.0,Health,33171.479116028,TON
Pollutant,Carbon Dioxide,CO2,OK,Bottom,2014.0,GHG,29610611.676159002,TON
Pollutant,Carbon Monoxide,CO,OK,Bottom,2014.0,GHG,428665.761170776,TON
Pollutant,Chromium (VI),Cr VI,OK,Bottom,2014.0,Health,1.254287428368208,LB
Pollutant,Manganese,Mn,OK,Bottom,2014.0,Health,626.01567531484,LB
Pollutant,Mercury,Hg,OK,Bottom,2014.0,Health,10.8232936585277,LB
Pollutant,Methane,CH4,OK,Bottom,2014.0,GHG,1597.92576862615,TON
Pollutant,Nickel,Ni,OK,Bottom,2014.0,Health,236.6575060410594,LB
Pollutant,Nitrogen Oxides,NOx,OK,Bottom,2014.0,Health,92071.255857027,TON
Pollutant,Nitrous Oxide,N2O,OK,Bottom,2014.0,GHG,913.827854510842,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,OK,Bottom,2014.0,Health,4986.2230750922,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,OK,Bottom,2014.0,Health,2834.4303920713,TON
Pollutant,Sulfur Dioxide,SO2,OK,Bottom,2014.0,Health,450.25970604821,TON
Pollutant,Volatile Organic Compounds,VOC,OK,Bottom,2014.0,Health,42735.2238771375,TON
Pollutant,Carbon Dioxide,CO2,CA,Top,2014.0,GHG,182923241.513744,TON
Pollutant,Carbon Monoxide,CO,CA,Top,2014.0,GHG,971515.66249841,TON
Pollutant,Chromium (VI),Cr VI,CA,Top,2014.0,Health,116.95043181482,LB
Pollutant,Manganese,Mn,CA,Top,2014.0,Health,53159.719095168,LB
Pollutant,Mercury,Hg,CA,Top,2014.0,Health,77.59966354043,LB
Pollutant,Methane,CH4,CA,Top,2014.0,GHG,10824.19610938045,TON
Pollutant,Nickel,Ni,CA,Top,2014.0,Health,21127.052283298,LB
Pollutant,Nitrogen Oxides,NOx,CA,Top,2014.0,Health,274369.39651918,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,CA,Top,2014.0,Health,22283.969370028,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,CA,Top,2014.0,Health,11073.123050056,TON
Pollutant,Sulfur Dioxide,SO2,CA,Top,2014.0,Health,1722.4375916131,TON
Pollutant,Volatile Organic Compounds,VOC,CA,Top,2014.0,Health,124804.403769332,TON
Pollutant,Carbon Dioxide,CO2,WA,Top,2014.0,GHG,34484024.644849,TON
Pollutant,Carbon Monoxide,CO,WA,Top,2014.0,GHG,712299.97356064,TON
Pollutant,Chromium (VI),Cr VI,WA,Top,2014.0,Health,1.544803183245172,LB
Pollutant,Manganese,Mn,WA,Top,2014.0,Health,882.547734153854,LB
Pollutant,Mercury,Hg,WA,Top,2014.0,Health,13.7851188022153,LB
Pollutant,Methane,CH4,WA,Top,2014.0,GHG,2201.30445026828,TON
Pollutant,Nickel,Ni,WA,Top,2014.0,Health,277.5660016985898,LB
Pollutant,Nitrogen Oxides,NOx,WA,Top,2014.0,Health,129267.23927085601,TON
Pollutant,Nitrous Oxide,N2O,WA,Top,2014.0,GHG,1638.44130217411,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WA,Top,2014.0,Health,6857.36940736477,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WA,Top,2014.0,Health,3777.58743944474,TON
Pollutant,Sulfur Dioxide,SO2,WA,Top,2014.0,Health,547.64686826006,TON
Pollutant,Volatile Organic Compounds,VOC,WA,Top,2014.0,Health,70567.02095845,TON
Pollutant,Carbon Dioxide,CO2,OR,Top,2014.0,GHG,19172947.29344,TON
Pollutant,Carbon Monoxide,CO,OR,Top,2014.0,GHG,388940.74406128,TON
Pollutant,Chromium (VI),Cr VI,OR,Top,2014.0,Health,0.882142201881844,LB
Pollutant,Manganese,Mn,OR,Top,2014.0,Health,478.70651270784,LB
Pollutant,Mercury,Hg,OR,Top,2014.0,Health,7.8414972899618,LB
Pollutant,Methane,CH4,OR,Top,2014.0,GHG,1147.27722821845,TON
Pollutant,Nickel,Ni,OR,Top,2014.0,Health,161.5095741246068,LB
Pollutant,Nitrogen Oxides,NOx,OR,Top,2014.0,Health,71134.435143786,TON
Pollutant,Nitrous Oxide,N2O,OR,Top,2014.0,GHG,954.78531320325,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,OR,Top,2014.0,Health,3646.9868329189,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,OR,Top,2014.0,Health,2000.4146071443,TON
Pollutant,Sulfur Dioxide,SO2,OR,Top,2014.0,Health,306.57004218858003,TON
Pollutant,Volatile Organic Compounds,VOC,OR,Top,2014.0,Health,40290.6044862352,TON
Pollutant,Carbon Dioxide,CO2,HI,Top,2014.0,GHG,5599418.064037706,TON
Pollutant,Carbon Monoxide,CO,HI,Top,2014.0,GHG,97732.21757756251,TON
Pollutant,Chromium (VI),Cr VI,HI,Top,2014.0,Health,0.25824411980438,LB
Pollutant,Manganese,Mn,HI,Top,2014.0,Health,141.52828179384,LB
Pollutant,Mercury,Hg,HI,Top,2014.0,Health,2.46594872408,LB
Pollutant,Methane,CH4,HI,Top,2014.0,GHG,287.775881923109,TON
Pollutant,Nickel,Ni,HI,Top,2014.0,Health,37.79587120552,LB
Pollutant,Nitrogen Oxides,NOx,HI,Top,2014.0,Health,12076.50531033061,TON
Pollutant,Nitrous Oxide,N2O,HI,Top,2014.0,GHG,264.4857694470293,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,HI,Top,2014.0,Health,770.1538468396583,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,HI,Top,2014.0,Health,300.30973630505423,TON
Pollutant,Sulfur Dioxide,SO2,HI,Top,2014.0,Health,103.61914340916424,TON
Pollutant,Volatile Organic Compounds,VOC,HI,Top,2014.0,Health,10383.079845553728,TON
Pollutant,Carbon Dioxide,CO2,CO,Top,2014.0,GHG,28179383.6681024,TON
Pollutant,Carbon Monoxide,CO,CO,Top,2014.0,GHG,497501.41766601,TON
Pollutant,Chromium (VI),Cr VI,CO,Top,2014.0,Health,1.301269074919998,LB
Pollutant,Manganese,Mn,CO,Top,2014.0,Health,678.76876430937,LB
Pollutant,Mercury,Hg,CO,Top,2014.0,Health,11.79141363426942,LB
Pollutant,Methane,CH4,CO,Top,2014.0,GHG,1621.96880453691,TON
Pollutant,Nickel,Ni,CO,Top,2014.0,Health,225.010604689596,LB
Pollutant,Nitrogen Oxides,NOx,CO,Top,2014.0,Health,89794.367850644,TON
Pollutant,Nitrous Oxide,N2O,CO,Top,2014.0,GHG,1200.56773421875,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,CO,Top,2014.0,Health,5223.50850340816,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,CO,Top,2014.0,Health,2868.21994274475,TON
Pollutant,Sulfur Dioxide,SO2,CO,Top,2014.0,Health,457.244295450404,TON
Pollutant,Volatile Organic Compounds,VOC,CO,Top,2014.0,Health,47417.2208716475,TON
Pollutant,Carbon Dioxide,CO2,NV,Top,2014.0,GHG,14292596.1907071,TON
Pollutant,Carbon Monoxide,CO,NV,Top,2014.0,GHG,202123.30202341,TON
Pollutant,Chromium (VI),Cr VI,NV,Top,2014.0,Health,0.670513839007426,LB
Pollutant,Manganese,Mn,NV,Top,2014.0,Health,368.648563774362,LB
Pollutant,Mercury,Hg,NV,Top,2014.0,Health,6.13982899645302,LB
Pollutant,Methane,CH4,NV,Top,2014.0,GHG,765.51750336063,TON
Pollutant,Nickel,Ni,NV,Top,2014.0,Health,113.063469036399,LB
Pollutant,Nitrogen Oxides,NOx,NV,Top,2014.0,Health,44313.390036198,TON
Pollutant,Nitrous Oxide,N2O,NV,Top,2014.0,GHG,468.896226576381,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,NV,Top,2014.0,Health,2481.20987350939,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,NV,Top,2014.0,Health,1229.67166285921,TON
Pollutant,Sulfur Dioxide,SO2,NV,Top,2014.0,Health,195.85418115669998,TON
Pollutant,Volatile Organic Compounds,VOC,NV,Top,2014.0,Health,20005.5551677106,TON
Pollutant,Carbon Dioxide,CO2,ND,Bottom,2014.0,GHG,8229329.857352,TON
Pollutant,Carbon Monoxide,CO,ND,Bottom,2014.0,GHG,110770.374800679,TON
Pollutant,Chromium (VI),Cr VI,ND,Bottom,2014.0,Health,0.2816623951468024,LB
Pollutant,Manganese,Mn,ND,Bottom,2014.0,Health,174.7597342541436,LB
Pollutant,Mercury,Hg,ND,Bottom,2014.0,Health,2.043466915546748,LB
Pollutant,Methane,CH4,ND,Bottom,2014.0,GHG,519.53182255433,TON
Pollutant,Nickel,Ni,ND,Bottom,2014.0,Health,72.82234219471479,LB
Pollutant,Nitrogen Oxides,NOx,ND,Bottom,2014.0,Health,36072.7336207374,TON
Pollutant,Nitrous Oxide,N2O,ND,Bottom,2014.0,GHG,200.05421026134,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,ND,Bottom,2014.0,Health,2111.44128031302,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,ND,Bottom,2014.0,Health,1455.5992265724,TON
Pollutant,Sulfur Dioxide,SO2,ND,Bottom,2014.0,Health,99.44923854175799,TON
Pollutant,Volatile Organic Compounds,VOC,ND,Bottom,2014.0,Health,11495.5985081846,TON
Pollutant,Carbon Dioxide,CO2,WY,Bottom,2014.0,GHG,6889738.62249,TON
Pollutant,Carbon Monoxide,CO,WY,Bottom,2014.0,GHG,102343.77362295,TON
Pollutant,Chromium (VI),Cr VI,WY,Bottom,2014.0,Health,0.25510100197798,LB
Pollutant,Manganese,Mn,WY,Bottom,2014.0,Health,123.71597746884,LB
Pollutant,Mercury,Hg,WY,Bottom,2014.0,Health,1.9605737456106,LB
Pollutant,Methane,CH4,WY,Bottom,2014.0,GHG,570.89495637422,TON
Pollutant,Nickel,Ni,WY,Bottom,2014.0,Health,61.0027943454,LB
Pollutant,Nitrogen Oxides,NOx,WY,Bottom,2014.0,Health,32044.610026905,TON
Pollutant,Nitrous Oxide,N2O,WY,Bottom,2014.0,GHG,184.60663083663,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WY,Bottom,2014.0,Health,1427.6181036612,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WY,Bottom,2014.0,Health,979.5565379376001,TON
Pollutant,Sulfur Dioxide,SO2,WY,Bottom,2014.0,Health,93.58486517887,TON
Pollutant,Volatile Organic Compounds,VOC,WY,Bottom,2014.0,Health,10391.629645857,TON
Pollutant,Carbon Dioxide,CO2,SD,Bottom,2014.0,GHG,6372085.27851901,TON
Pollutant,Carbon Monoxide,CO,SD,Bottom,2014.0,GHG,121062.14645047,TON
Pollutant,Chromium (VI),Cr VI,SD,Bottom,2014.0,Health,0.247669800322483,LB
Pollutant,Manganese,Mn,SD,Bottom,2014.0,Health,119.7176121174972,LB
Pollutant,Mercury,Hg,SD,Bottom,2014.0,Health,2.0077115024626297,LB
Pollutant,Methane,CH4,SD,Bottom,2014.0,GHG,484.89834042202,TON
Pollutant,Nickel,Ni,SD,Bottom,2014.0,Health,54.35559549419114,LB
Pollutant,Nitrogen Oxides,NOx,SD,Bottom,2014.0,Health,27733.7356789125,TON
Pollutant,Nitrous Oxide,N2O,SD,Bottom,2014.0,GHG,240.48949838421,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,SD,Bottom,2014.0,Health,1405.588534347883,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,SD,Bottom,2014.0,Health,963.067016736145,TON
Pollutant,Sulfur Dioxide,SO2,SD,Bottom,2014.0,Health,83.1146196992662,TON
Pollutant,Volatile Organic Compounds,VOC,SD,Bottom,2014.0,Health,12516.4444285855,TON
Pollutant,Carbon Dioxide,CO2,VT,Top,2017.0,GHG,3639303.87797986,TON
Pollutant,Carbon Monoxide,CO,VT,Top,2017.0,GHG,36762.37246563,TON
Pollutant,Chromium (VI),Cr VI,VT,Top,2017.0,Health,0.1941046155109734,LB
Pollutant,Manganese,Mn,VT,Top,2017.0,Health,74.529113830829,LB
Pollutant,Mercury,Hg,VT,Top,2017.0,Health,1.86528406612092,LB
Pollutant,Methane,CH4,VT,Top,2017.0,GHG,164.662650890019,TON
